year,month,lat,lon,c_maize,c_beans,c_oil,c_salt,c_food_price_index,inflation_maize,inflation_beans,trust_maize,trust_beans,data_coverage,data_coverage_recent,index_confidence_score,mkt_name_Gulu,mkt_name_Hoima,mkt_name_Jinja,mkt_name_Lira,mkt_name_Market Average,mkt_name_Mbarara
2023,3,0.47,34.09,1690.0,3880.0,8100.0,1471.37,1.18,60.95,89.27,10.0,10.0,18.25,28.08,0.97,0,0,0,0,0,0
2023,4,0.47,34.09,1750.0,4050.0,7750.0,1514.74,1.18,28.87,74.79,10.0,10.0,18.25,28.08,0.97,0,0,0,0,0,0
2023,5,0.47,34.09,1742.27,4002.8,7573.49,1455.05,1.2,14.85,49.19,9.7,9.9,18.25,28.08,0.97,0,0,0,0,0,0
2023,6,0.47,34.09,1833.0,3933.0,7000.0,1369.91,1.2,-1.82,34.83,9.7,9.9,18.25,28.08,0.97,0,0,0,0,0,0
2023,7,0.47,34.09,1659.83,4140.0,6728.59,1447.65,1.15,-13.77,16.62,9.7,9.9,18.25,28.08,0.97,0,0,0,0,0,0
2023,8,0.47,34.09,1506.4,4240.0,6401.86,1356.66,1.09,-12.27,-1.0,9.7,9.9,18.25,28.08,0.97,0,0,0,0,0,0
2023,9,0.47,34.09,1365.54,4050.0,6098.15,1458.83,1.02,-29.06,-8.99,9.7,9.9,18.25,28.08,0.97,0,0,0,0,0,0
2023,10,0.47,34.09,1238.0,3686.82,5850.0,1368.26,0.96,-31.98,-8.74,9.7,9.9,18.25,28.08,0.97,0,0,0,0,0,0
2023,11,0.47,34.09,1060.0,3420.0,5512.95,1236.54,0.9,-45.92,-7.57,9.7,9.9,18.25,28.08,0.97,0,0,0,0,0,0
2023,12,0.47,34.09,1000.0,3250.0,5380.45,1155.62,0.86,-37.98,-7.14,9.7,9.9,18.25,28.08,0.97,0,0,0,0,0,0
2024,1,0.47,34.09,944.0,3180.0,5025.73,1341.76,0.87,-34.44,-18.88,9.7,9.9,18.25,28.08,0.97,0,0,0,0,0,0
2024,2,0.47,34.09,800.0,3000.0,5052.51,1148.29,0.81,-51.02,-22.41,9.7,9.9,18.25,28.08,0.97,0,0,0,0,0,0
2024,3,0.47,34.09,875.0,2900.0,5320.7,1168.55,0.81,-48.22,-25.26,9.7,9.9,18.25,28.08,0.97,0,0,0,0,0,0
2024,4,0.47,34.09,913.0,3000.0,5516.2,1270.31,0.83,-47.83,-25.93,9.7,9.9,18.25,28.08,0.97,0,0,0,0,0,0
2024,5,0.47,34.09,910.0,3580.0,5852.63,1213.36,0.86,-47.77,-10.56,10.0,10.0,18.25,28.08,0.97,0,0,0,0,0,0
2024,6,0.47,34.09,872.0,3480.0,6163.2,1275.09,0.85,-52.43,-11.52,10.0,10.0,18.25,28.08,0.97,0,0,0,0,0,0
2024,7,0.47,34.09,870.0,3480.0,6185.57,1312.36,0.87,-47.59,-15.94,10.0,10.0,18.25,28.08,0.97,0,0,0,0,0,0
2024,8,0.47,34.09,868.0,3511.0,6231.57,1318.34,0.88,-42.38,-17.19,10.0,10.0,18.25,28.08,0.97,0,0,0,0,0,0
2024,9,0.47,34.09,920.0,3575.0,6450.0,1391.14,0.91,-32.63,-11.73,10.0,10.0,18.25,28.08,0.97,0,0,0,0,0,0
2024,10,0.47,34.09,1058.0,3160.0,6500.0,1339.52,0.9,-14.54,-14.29,10.0,10.0,18.25,28.08,0.97,0,0,0,0,0,0
2024,11,0.47,34.09,1175.0,2850.0,6500.0,1297.71,0.92,10.85,-16.67,10.0,10.0,18.25,28.08,0.97,0,0,0,0,0,0
2024,12,0.47,34.09,1100.0,3225.0,7125.0,1486.65,0.98,10.0,-0.77,10.0,10.0,18.25,28.08,0.97,0,0,0,0,0,0
2025,1,0.47,34.09,1070.0,3580.0,7900.0,1727.99,1.03,13.35,12.58,10.0,10.0,18.25,28.08,0.97,0,0,0,0,0,0
2025,2,0.47,34.09,1115.0,3218.0,7330.36,1571.2,0.98,39.38,7.27,10.0,10.0,18.25,28.08,0.97,0,0,0,0,0,0
2025,3,0.47,34.09,1131.0,3265.0,7278.0,1623.17,0.99,29.26,12.59,10.0,10.0,18.25,28.08,0.97,0,0,0,0,0,0
2025,4,0.47,34.09,1500.0,3267.0,7000.0,1641.75,1.05,64.29,8.9,10.0,10.0,18.25,28.08,0.97,0,0,0,0,0,0
2025,5,0.47,34.09,1480.0,3108.41,7750.0,1509.48,1.07,62.64,-13.17,10.0,10.0,18.25,28.08,0.97,0,0,0,0,0,0
2025,6,0.47,34.09,1531.0,2956.65,7375.0,1708.42,1.08,75.57,-15.04,10.0,10.0,18.25,28.08,0.97,0,0,0,0,0,0
2025,7,0.47,34.09,1270.0,2814.18,7400.0,1688.59,1.06,45.98,-19.13,10.0,10.0,18.25,28.08,0.97,0,0,0,0,0,0
2025,8,0.47,34.09,1235.68,2675.0,7375.0,1721.91,0.99,42.36,-23.81,10.0,10.0,18.25,28.08,0.97,0,0,0,0,0,0
2025,9,0.47,34.09,1081.0,2663.0,7500.0,1828.65,0.98,17.5,-25.51,10.0,10.0,18.25,28.08,0.97,0,0,0,0,0,0
2025,10,0.47,34.09,1135.0,2540.0,7250.0,1652.16,0.94,7.28,-19.62,10.0,10.0,18.25,28.08,0.97,0,0,0,0,0,0
2025,11,0.47,34.09,1100.0,2288.0,6938.0,1769.22,0.92,-6.38,-19.72,10.0,10.0,18.25,28.08,0.97,0,0,0,0,0,0
2025,12,0.47,34.09,1250.0,2575.0,7250.0,1915.27,1.0,13.64,-20.16,10.0,10.0,18.25,28.08,0.97,0,0,0,0,0,0
2026,1,0.47,34.09,1207.44,2886.76,7711.85,1791.95,1.05,12.85,-19.36,9.7,9.9,18.25,28.08,0.97,0,0,0,0,0,0
2026,2,0.47,34.09,1259.0,2805.06,8134.01,1804.57,1.06,12.92,-12.83,9.5,9.8,18.25,28.08,0.97,0,0,0,0,0,0
2026,3,0.47,34.09,1279.9,2984.53,8687.31,1842.22,1.1,13.17,-8.59,9.2,9.6,18.25,28.08,0.97,0,0,0,0,0,0
2026,4,0.47,34.09,1537.38,2971.84,8178.71,2069.22,1.12,2.49,-9.03,9.0,9.4,18.25,28.08,0.97,0,0,0,0,0,0
2026,5,0.47,34.09,1291.94,2933.77,7980.47,1869.83,1.07,-12.71,-5.62,8.7,9.2,18.25,28.08,0.97,0,0,0,0,0,0
2026,6,0.47,34.09,1479.87,2985.76,7702.85,1921.15,1.09,-3.34,0.98,8.4,8.9,18.25,28.08,0.97,0,0,0,0,0,0
2026,7,0.47,34.09,1327.49,2878.23,7385.79,1880.5,1.05,4.53,2.28,8.1,8.6,18.25,28.08,0.97,0,0,0,0,0,0
2026,8,0.47,34.09,1359.49,2908.68,7474.7,1908.17,1.05,10.02,8.74,7.8,8.3,18.25,28.08,0.97,0,0,0,0,0,0
2007,1,2.77,32.31,599.75,1330.17,3087.13,1144.86,0.49,,,6.1,6.5,18.25,28.08,0.97,1,0,0,0,0,0
2007,2,2.77,32.31,592.9,1409.54,3102.0,1100.4,0.49,,,6.1,6.5,18.25,28.08,0.97,1,0,0,0,0,0
2007,3,2.77,32.31,626.59,1464.35,3148.8,1127.83,0.5,,,6.1,6.5,18.25,28.08,0.97,1,0,0,0,0,0
2007,4,2.77,32.31,615.69,1510.3,3165.36,1145.52,0.51,,,6.1,6.5,18.25,28.08,0.97,1,0,0,0,0,0
2007,5,2.77,32.31,648.86,1591.86,3216.74,1135.63,0.52,,,6.1,6.5,18.25,28.08,0.97,1,0,0,0,0,0
2007,6,2.77,32.31,581.5,1433.6,3154.54,1177.57,0.49,,,6.1,6.5,18.25,28.08,0.97,1,0,0,0,0,0
2007,7,2.77,32.31,607.32,1414.44,3101.81,1140.54,0.49,,,6.1,6.5,18.25,28.08,0.97,1,0,0,0,0,0
2007,8,2.77,32.31,580.62,1417.05,3152.82,1155.46,0.49,,,6.1,6.5,18.25,28.08,0.97,1,0,0,0,0,0
2007,9,2.77,32.31,576.08,1472.05,3266.38,1173.4,0.51,,,6.1,6.5,18.25,28.08,0.97,1,0,0,0,0,0
2007,10,2.77,32.31,549.88,1425.84,3185.26,1135.13,0.49,,,6.1,6.5,18.25,28.08,0.97,1,0,0,0,0,0
2007,11,2.77,32.31,588.06,1369.71,3247.21,1193.75,0.5,,,6.1,6.5,18.25,28.08,0.97,1,0,0,0,0,0
2007,12,2.77,32.31,587.72,1351.72,3169.7,1183.14,0.5,,,6.1,6.5,18.25,28.08,0.97,1,0,0,0,0,0
2008,1,2.77,32.31,665.8,1504.05,3230.33,1140.22,0.52,11.01,13.07,6.1,6.5,18.25,28.08,0.97,1,0,0,0,0,0
2008,2,2.77,32.31,641.44,1553.9,3226.35,1124.11,0.53,8.19,10.24,6.1,6.5,18.25,28.08,0.97,1,0,0,0,0,0
2008,3,2.77,32.31,721.73,1634.31,3224.67,1155.84,0.54,15.18,11.61,6.1,6.5,18.25,28.08,0.97,1,0,0,0,0,0
2008,4,2.77,32.31,718.65,1742.57,3196.09,1146.25,0.55,16.72,15.38,6.1,6.5,18.25,28.08,0.97,1,0,0,0,0,0
2008,5,2.77,32.31,774.06,1857.04,3328.34,1210.63,0.57,19.3,16.66,6.1,6.5,18.25,28.08,0.97,1,0,0,0,0,0
2008,6,2.77,32.31,719.52,1677.33,3265.36,1220.08,0.55,23.74,17.0,6.1,6.5,18.25,28.08,0.97,1,0,0,0,0,0
2008,7,2.77,32.31,734.19,1735.52,3272.19,1201.86,0.55,20.89,22.7,6.1,6.5,18.25,28.08,0.97,1,0,0,0,0,0
2008,8,2.77,32.31,720.07,1787.16,3288.6,1191.65,0.56,24.02,26.12,6.1,6.5,18.25,28.08,0.97,1,0,0,0,0,0
2008,9,2.77,32.31,673.71,2083.67,3327.03,1198.47,0.58,16.95,41.55,6.1,6.5,18.25,28.08,0.97,1,0,0,0,0,0
2008,10,2.77,32.31,712.2,2196.52,3425.06,1167.53,0.59,29.52,54.05,6.1,6.5,18.25,28.08,0.97,1,0,0,0,0,0
2008,11,2.77,32.31,768.73,2049.05,3676.02,1307.45,0.61,30.72,49.6,6.1,6.5,18.25,28.08,0.97,1,0,0,0,0,0
2008,12,2.77,32.31,742.26,1962.44,3670.39,1271.24,0.6,26.3,45.18,6.1,6.5,18.25,28.08,0.97,1,0,0,0,0,0
2009,1,2.77,32.31,808.68,2175.53,3796.18,1279.01,0.63,21.46,44.64,6.1,6.5,18.25,28.08,0.97,1,0,0,0,0,0
2009,2,2.77,32.31,707.29,2237.7,3690.7,1284.0,0.64,10.27,44.01,6.1,6.5,18.25,28.08,0.97,1,0,0,0,0,0
2009,3,2.77,32.31,849.71,2174.9,3844.12,1336.76,0.65,17.73,33.08,6.1,6.5,18.25,28.08,0.97,1,0,0,0,0,0
2009,4,2.77,32.31,805.94,2090.85,4111.79,1497.44,0.68,12.15,19.99,6.1,6.5,18.25,28.08,0.97,1,0,0,0,0,0
2009,5,2.77,32.31,892.7,2462.82,4364.15,1654.28,0.74,15.33,32.62,6.1,6.5,18.25,28.08,0.97,1,0,0,0,0,0
2009,6,2.77,32.31,972.34,2596.72,4326.1,1660.8,0.75,35.14,54.81,6.1,6.5,18.25,28.08,0.97,1,0,0,0,0,0
2009,7,2.77,32.31,827.87,2122.52,4337.05,1661.83,0.7,12.76,22.3,6.1,6.5,18.25,28.08,0.97,1,0,0,0,0,0
2009,8,2.77,32.31,758.23,2359.51,4214.47,1578.75,0.7,5.3,32.03,6.1,6.5,18.25,28.08,0.97,1,0,0,0,0,0
2009,9,2.77,32.31,796.77,2664.03,4115.59,1538.08,0.73,18.27,27.85,6.1,6.5,18.25,28.08,0.97,1,0,0,0,0,0
2009,10,2.77,32.31,795.82,2394.21,4142.97,1515.89,0.7,11.74,9.0,6.1,6.5,18.25,28.08,0.97,1,0,0,0,0,0
2009,11,2.77,32.31,853.41,2283.89,4024.78,1515.24,0.69,11.02,11.46,6.1,6.5,18.25,28.08,0.97,1,0,0,0,0,0
2009,12,2.77,32.31,760.28,1928.21,4118.35,1570.53,0.67,2.43,-1.74,6.1,6.5,18.25,28.08,0.97,1,0,0,0,0,0
2010,1,2.77,32.31,790.76,2055.39,4168.57,1614.65,0.69,-2.22,-5.52,6.5,6.6,18.25,28.08,0.97,1,0,0,0,0,0
2010,2,2.77,32.31,716.77,2151.69,4038.85,1432.16,0.67,1.34,-3.84,6.8,6.6,18.25,28.08,0.97,1,0,0,0,0,0
2010,3,2.77,32.31,849.99,2114.84,4089.15,1448.61,0.66,0.03,-2.76,7.1,6.7,18.25,28.08,0.97,1,0,0,0,0,0
2010,4,2.77,32.31,865.61,2212.08,3934.13,1451.86,0.68,7.4,5.8,7.4,6.8,18.25,28.08,0.97,1,0,0,0,0,0
2010,5,2.77,32.31,939.53,2567.87,3924.98,1353.17,0.69,5.25,4.27,7.8,6.8,18.25,28.08,0.97,1,0,0,0,0,0
2010,6,2.77,32.31,943.41,2507.67,3923.93,1283.36,0.66,-2.98,-3.43,8.1,6.9,18.25,28.08,0.97,1,0,0,0,0,0
2010,7,2.77,32.31,753.3,1970.04,3604.9,1237.71,0.6,-9.01,-7.18,8.4,7.0,18.25,28.08,0.97,1,0,0,0,0,0
2010,8,2.77,32.31,681.94,2187.05,3451.77,1135.94,0.6,-10.06,-7.31,8.8,7.0,18.25,28.08,0.97,1,0,0,0,0,0
2010,9,2.77,32.31,531.75,2099.18,3389.6,1127.69,0.56,-33.26,-21.2,9.1,7.1,18.25,28.08,0.97,1,0,0,0,0,0
2010,10,2.77,32.31,508.21,1918.67,3384.26,1157.02,0.55,-36.14,-19.86,9.4,7.2,18.25,28.08,0.97,1,0,0,0,0,0
2010,11,2.77,32.31,580.66,1813.37,3504.16,1192.72,0.54,-31.96,-20.6,9.7,7.2,18.25,28.08,0.97,1,0,0,0,0,0
2010,12,2.77,32.31,616.99,1835.9,3530.96,1184.52,0.56,-18.85,-4.79,10.0,7.3,18.25,28.08,0.97,1,0,0,0,0,0
2011,1,2.77,32.31,669.1,2164.43,3540.49,1180.14,0.59,-15.39,5.3,10.0,7.3,18.25,28.08,0.97,1,0,0,0,0,0
2011,2,2.77,32.31,715.08,2412.06,3752.27,1145.22,0.62,-0.24,12.1,10.0,7.3,18.25,28.08,0.97,1,0,0,0,0,0
2011,3,2.77,32.31,920.03,2625.1,3859.95,1278.31,0.68,8.24,24.13,10.0,7.3,18.25,28.08,0.97,1,0,0,0,0,0
2011,4,2.77,32.31,1000.0,2500.0,3915.85,1432.7,0.72,15.53,13.02,10.0,7.6,18.25,28.08,0.97,1,0,0,0,0,0
2011,5,2.77,32.31,1066.67,2994.36,4436.71,1656.77,0.81,13.53,16.61,10.0,7.8,18.25,28.08,0.97,1,0,0,0,0,0
2011,6,2.77,32.31,1067.0,2967.0,4413.28,1548.14,0.8,13.1,18.32,10.0,8.2,18.25,28.08,0.97,1,0,0,0,0,0
2011,7,2.77,32.31,922.98,2250.0,4671.81,1572.47,0.75,22.52,14.21,10.0,8.4,18.25,28.08,0.97,1,0,0,0,0,0
2011,8,2.77,32.31,888.0,2182.0,4735.62,1483.57,0.71,30.22,-0.23,10.0,8.7,18.25,28.08,0.97,1,0,0,0,0,0
2011,9,2.77,32.31,700.0,2000.0,4344.1,1519.94,0.67,31.64,-4.72,10.0,8.9,18.25,28.08,0.97,1,0,0,0,0,0
2011,10,2.77,32.31,773.0,1594.0,4276.28,1520.17,0.61,52.1,-16.92,10.0,9.2,18.25,28.08,0.97,1,0,0,0,0,0
2011,11,2.77,32.31,811.0,1758.0,4547.29,1716.84,0.68,39.67,-3.05,10.0,9.4,18.25,28.08,0.97,1,0,0,0,0,0
2011,12,2.77,32.31,800.0,1966.9,4314.97,1685.33,0.68,29.66,7.14,10.0,9.6,18.25,28.08,0.97,1,0,0,0,0,0
2012,1,2.77,32.31,892.0,2134.73,4269.75,1666.66,0.71,33.31,-1.37,10.0,9.6,18.25,28.08,0.97,1,0,0,0,0,0
2012,2,2.77,32.31,693.0,2444.27,3907.7,1529.35,0.7,-3.09,1.34,10.0,9.8,18.25,28.08,0.97,1,0,0,0,0,0
2012,3,2.77,32.31,867.0,2420.0,4130.2,1629.0,0.72,-5.76,-7.81,10.0,9.9,18.25,28.08,0.97,1,0,0,0,0,0
2012,4,2.77,32.31,992.0,2438.0,4532.46,1600.22,0.77,-0.8,-2.48,10.0,9.9,18.25,28.08,0.97,1,0,0,0,0,0
2012,5,2.77,32.31,920.47,2688.0,4812.27,1662.37,0.81,-13.71,-10.23,10.0,9.9,18.25,28.08,0.97,1,0,0,0,0,0
2012,6,2.77,32.31,931.04,2667.0,4807.06,1719.9,0.82,-12.74,-10.11,10.0,9.9,18.25,28.08,0.97,1,0,0,0,0,0
2012,7,2.77,32.31,1054.0,2686.9,4928.38,1753.08,0.82,14.2,19.42,10.0,9.9,18.25,28.08,0.97,1,0,0,0,0,0
2012,8,2.77,32.31,867.0,2400.0,4875.67,1791.98,0.77,-2.36,9.99,10.0,9.9,18.25,28.08,0.97,1,0,0,0,0,0
2012,9,2.77,32.31,767.0,2334.0,4393.43,1710.96,0.7,9.57,16.7,10.0,9.9,18.25,28.08,0.97,1,0,0,0,0,0
2012,10,2.77,32.31,813.0,2279.0,4339.19,1645.1,0.66,5.17,42.97,10.0,9.9,18.25,28.08,0.97,1,0,0,0,0,0
2012,11,2.77,32.31,929.0,2413.0,4233.59,1609.11,0.66,14.55,37.26,10.0,9.9,18.25,28.08,0.97,1,0,0,0,0,0
2012,12,2.77,32.31,967.0,2496.9,4345.89,1723.76,0.74,20.88,26.95,10.0,9.9,18.25,28.08,0.97,1,0,0,0,0,0
2013,1,2.77,32.31,950.0,2494.76,4302.04,1641.54,0.72,6.5,16.87,10.0,9.9,18.25,28.08,0.97,1,0,0,0,0,0
2013,2,2.77,32.31,950.0,2500.0,4516.86,1794.73,0.76,37.09,2.28,10.0,9.9,18.25,28.08,0.97,1,0,0,0,0,0
2013,3,2.77,32.31,1000.0,2580.0,4197.56,1648.36,0.73,15.34,6.61,10.0,9.9,18.25,28.08,0.97,1,0,0,0,0,0
2013,4,2.77,32.31,1033.0,2633.0,4291.67,1671.6,0.75,4.13,8.0,10.0,9.9,18.25,28.08,0.97,1,0,0,0,0,0
2013,5,2.77,32.31,1139.0,2798.56,4612.91,1740.21,0.81,23.74,4.11,10.0,9.9,18.25,28.08,0.97,1,0,0,0,0,0
2013,6,2.77,32.31,1000.0,2580.0,4167.53,1664.8,0.74,7.41,-3.26,10.0,9.9,18.25,28.08,0.97,1,0,0,0,0,0
2013,7,2.77,32.31,1130.0,2938.74,4272.43,1666.55,0.78,7.21,9.37,10.0,9.9,18.25,28.08,0.97,1,0,0,0,0,0
2013,8,2.77,32.31,944.67,2716.67,4166.76,1688.74,0.76,8.96,13.19,10.0,9.9,18.25,28.08,0.97,1,0,0,0,0,0
2013,9,2.77,32.31,1000.0,2743.97,4064.42,1765.43,0.77,30.38,17.57,10.0,9.9,18.25,28.08,0.97,1,0,0,0,0,0
2013,10,2.77,32.31,907.0,2604.0,4255.68,1787.5,0.75,11.56,14.26,10.0,9.9,18.25,28.08,0.97,1,0,0,0,0,0
2013,11,2.77,32.31,1000.0,2467.0,4842.53,1830.74,0.84,7.64,2.24,10.0,9.9,18.25,28.08,0.97,1,0,0,0,0,0
2013,12,2.77,32.31,984.0,2484.0,4625.06,1759.65,0.8,1.76,-0.52,10.0,9.9,18.25,28.08,0.97,1,0,0,0,0,0
2014,1,2.77,32.31,956.0,2539.32,4539.92,1713.26,0.8,0.63,1.79,10.0,10.0,18.25,28.08,0.97,1,0,0,0,0,0
2014,2,2.77,32.31,850.0,2592.27,4404.63,1642.95,0.76,-10.53,3.69,10.0,9.9,18.25,28.08,0.97,1,0,0,0,0,0
2014,3,2.77,32.31,988.0,2579.0,4237.42,1655.29,0.77,-1.2,-0.04,10.0,9.9,18.25,28.08,0.97,1,0,0,0,0,0
2014,4,2.77,32.31,990.0,2720.0,4416.96,1806.54,0.8,-4.16,3.3,10.0,9.9,18.25,28.08,0.97,1,0,0,0,0,0
2014,5,2.77,32.31,1038.0,2813.0,4530.59,1752.19,0.82,-8.87,0.52,10.0,9.9,18.25,28.08,0.97,1,0,0,0,0,0
2014,6,2.77,32.31,1050.0,2909.81,4690.35,1850.42,0.84,5.0,12.78,10.0,9.9,18.25,28.08,0.97,1,0,0,0,0,0
2014,7,2.77,32.31,1066.67,2600.0,5019.6,1767.03,0.84,-5.6,-11.53,10.0,9.9,18.25,28.08,0.97,1,0,0,0,0,0
2014,8,2.77,32.31,750.0,2375.0,4947.71,1790.34,0.78,-20.61,-12.58,10.0,9.9,18.25,28.08,0.97,1,0,0,0,0,0
2014,9,2.77,32.31,662.5,2417.43,4962.17,1790.12,0.76,-33.75,-11.9,10.0,9.9,18.25,28.08,0.97,1,0,0,0,0,0
2014,10,2.77,32.31,657.57,1906.09,4742.09,1786.02,0.72,-27.5,-26.8,9.7,9.8,18.25,28.08,0.97,1,0,0,0,0,0
2014,11,2.77,32.31,663.66,1819.33,4883.06,1882.74,0.74,-33.63,-26.25,9.5,9.6,18.25,28.08,0.97,1,0,0,0,0,0
2014,12,2.77,32.31,663.02,1850.66,4967.04,1900.86,0.76,-32.62,-25.5,9.2,9.4,18.25,28.08,0.97,1,0,0,0,0,0
2015,1,2.77,32.31,530.0,1875.51,5000.0,2001.48,0.79,-44.56,-26.14,9.2,9.2,18.25,28.08,0.97,1,0,0,0,0,0
2015,2,2.77,32.31,912.57,2556.2,5000.0,1909.04,0.86,7.36,-1.39,9.2,9.1,18.25,28.08,0.97,1,0,0,0,0,0
2015,3,2.77,32.31,1000.0,2493.75,5000.0,1851.23,0.96,1.21,-3.31,9.2,9.2,18.25,28.08,0.97,1,0,0,0,0,0
2015,4,2.77,32.31,1500.0,2500.0,5000.0,2000.93,0.95,51.52,-8.09,9.2,9.2,18.25,28.08,0.97,1,0,0,0,0,0
2015,5,2.77,32.31,1500.0,2500.0,5000.0,1874.68,0.91,44.51,-11.13,9.2,9.2,18.25,28.08,0.97,1,0,0,0,0,0
2015,6,2.77,32.31,1500.0,2800.0,5000.0,1849.08,1.04,42.86,-3.77,9.2,9.2,18.25,28.08,0.97,1,0,0,0,0,0
2015,7,2.77,32.31,1200.0,2425.0,5000.0,1912.91,0.96,12.5,-6.73,9.2,9.2,18.25,28.08,0.97,1,0,0,0,0,0
2015,8,2.77,32.31,1000.0,2333.0,5000.0,1912.44,0.97,33.33,-1.77,9.2,9.2,18.25,28.08,0.97,1,0,0,0,0,0
2015,9,2.77,32.31,1000.0,2400.0,5256.31,1931.31,0.94,50.94,-0.72,9.2,9.2,18.25,28.08,0.97,1,0,0,0,0,0
2015,10,2.77,32.31,1000.0,3133.0,5718.74,1887.7,0.92,52.08,64.37,9.5,9.4,18.25,28.08,0.97,1,0,0,0,0,0
2015,11,2.77,32.31,1500.0,3000.0,6161.66,1939.86,1.03,126.02,64.9,9.7,9.6,18.25,28.08,0.97,1,0,0,0,0,0
2015,12,2.77,32.31,1233.33,2800.0,6797.21,1977.89,1.16,86.02,51.3,10.0,9.8,18.25,28.08,0.97,1,0,0,0,0,0
2016,1,2.77,32.31,1199.23,2733.0,6019.2,1885.63,1.0,126.27,45.72,10.0,9.9,18.25,28.08,0.97,1,0,0,0,0,0
2016,2,2.77,32.31,1143.25,2800.0,5835.1,1983.3,0.98,25.28,9.54,10.0,10.0,18.25,28.08,0.97,1,0,0,0,0,0
2016,3,2.77,32.31,1000.0,2700.0,5785.17,2067.81,0.97,0.0,8.27,10.0,10.0,18.25,28.08,0.97,1,0,0,0,0,0
2016,4,2.77,32.31,1200.0,3000.0,5889.38,2013.0,0.99,-20.0,20.0,10.0,10.0,18.25,28.08,0.97,1,0,0,0,0,0
2016,5,2.77,32.31,1389.25,3340.94,6101.14,2080.56,0.95,-7.38,33.64,10.0,10.0,18.25,28.08,0.97,1,0,0,0,0,0
2016,6,2.77,32.31,1000.0,3000.0,5667.34,2270.9,0.9,-33.33,7.14,10.0,10.0,18.25,28.08,0.97,1,0,0,0,0,0
2016,7,2.77,32.31,1000.0,2700.0,6185.15,2158.02,0.92,-16.67,11.34,10.0,10.0,18.25,28.08,0.97,1,0,0,0,0,0
2016,8,2.77,32.31,1133.0,2987.87,5508.07,2037.03,0.93,13.3,28.07,10.0,10.0,18.25,28.08,0.97,1,0,0,0,0,0
2016,9,2.77,32.31,1000.0,2633.0,5000.0,2136.67,0.9,0.0,9.71,10.0,10.0,18.25,28.08,0.97,1,0,0,0,0,0
2016,10,2.77,32.31,1200.0,2988.63,5000.0,2106.88,0.9,20.0,-4.61,10.0,10.0,18.25,28.08,0.97,1,0,0,0,0,0
2016,11,2.77,32.31,1100.0,2700.0,5000.0,2110.49,0.93,-26.67,-10.0,10.0,10.0,18.25,28.08,0.97,1,0,0,0,0,0
2016,12,2.77,32.31,1200.0,2700.0,5000.0,2149.26,0.97,-2.7,-3.57,10.0,10.0,18.25,28.08,0.97,1,0,0,0,0,0
2017,1,2.77,32.31,1200.0,2600.0,5200.0,2094.06,0.95,0.06,-4.87,10.0,10.0,18.25,28.08,0.97,1,0,0,0,0,0
2017,2,2.77,32.31,1200.0,2675.0,5100.0,2117.37,0.99,4.96,-4.46,10.0,10.0,18.25,28.08,0.97,1,0,0,0,0,0
2017,3,2.77,32.31,1200.0,2700.0,5200.0,2245.86,1.02,20.0,0.0,10.0,10.0,18.25,28.08,0.97,1,0,0,0,0,0
2017,4,2.77,32.31,1800.0,3700.0,5500.0,2455.41,1.19,50.0,23.33,10.0,10.0,18.25,28.08,0.97,1,0,0,0,0,0
2017,5,2.77,32.31,2000.0,3550.0,5500.0,2414.23,1.19,43.96,6.26,10.0,10.0,18.25,28.08,0.97,1,0,0,0,0,0
2017,6,2.77,32.31,2000.0,3100.0,5500.0,2582.22,1.17,100.0,3.33,10.0,10.0,18.25,28.08,0.97,1,0,0,0,0,0
2017,7,2.77,32.31,2000.0,2500.0,5500.0,2659.22,1.19,100.0,-7.41,10.0,10.0,18.25,28.08,0.97,1,0,0,0,0,0
2017,8,2.77,32.31,2000.0,2500.0,6000.0,2558.47,1.15,76.52,-16.33,10.0,10.0,18.25,28.08,0.97,1,0,0,0,0,0
2017,9,2.77,32.31,1500.0,2500.0,6000.0,2551.45,1.15,50.0,-5.05,10.0,10.0,18.25,28.08,0.97,1,0,0,0,0,0
2017,10,2.77,32.31,1607.6,2584.01,5900.9,2671.67,1.19,33.97,-13.54,9.7,9.9,18.25,28.08,0.97,1,0,0,0,0,0
2017,11,2.77,32.31,1500.0,2500.0,6000.0,2494.1,1.2,36.36,-7.41,9.7,9.9,18.25,28.08,0.97,1,0,0,0,0,0
2017,12,2.77,32.31,1500.0,2985.8,6000.0,2678.63,1.24,25.0,10.59,9.7,9.9,18.25,28.08,0.97,1,0,0,0,0,0
2018,1,2.77,32.31,1500.0,2635.06,5800.0,2670.18,1.21,25.0,1.35,9.7,9.8,18.25,28.08,0.97,1,0,0,0,0,0
2018,2,2.77,32.31,1600.0,2500.0,5058.06,2532.95,1.26,33.33,-6.54,9.7,9.8,18.25,28.08,0.97,1,0,0,0,0,0
2018,3,2.77,32.31,1600.0,2500.0,5500.0,2687.09,1.22,33.33,-7.41,9.7,9.8,18.25,28.08,0.97,1,0,0,0,0,0
2018,4,2.77,32.31,1600.0,2500.0,5500.0,2393.89,1.21,-11.11,-32.43,9.7,9.8,18.25,28.08,0.97,1,0,0,0,0,0
2018,5,2.77,32.31,1600.0,2738.26,6000.0,2549.55,1.25,-20.0,-22.87,9.7,9.8,18.25,28.08,0.97,1,0,0,0,0,0
2018,6,2.77,32.31,1600.0,2618.66,5500.0,2405.32,1.24,-20.0,-15.53,9.7,9.8,18.25,28.08,0.97,1,0,0,0,0,0
