ISO3,country,adm1_name,adm2_name,mkt_name,lat,lon,geo_id,price_date,year,month,currency,components,start_dense_data,last_survey_point,data_coverage,data_coverage_recent,index_confidence_score,spatially_interpolated,beans,cassava_flour,cassava_flour_fao,maize,maize_flour,millet,millet_fao,oil,salt,sorghum,sorghum_fao,o_beans,h_beans,l_beans,c_beans,inflation_beans,trust_beans,o_cassava_flour,h_cassava_flour,l_cassava_flour,c_cassava_flour,inflation_cassava_flour,trust_cassava_flour,o_cassava_flour_fao,h_cassava_flour_fao,l_cassava_flour_fao,c_cassava_flour_fao,inflation_cassava_flour_fao,trust_cassava_flour_fao,o_maize,h_maize,l_maize,c_maize,inflation_maize,trust_maize,o_maize_flour,h_maize_flour,l_maize_flour,c_maize_flour,inflation_maize_flour,trust_maize_flour,o_millet,h_millet,l_millet,c_millet,inflation_millet,trust_millet,o_millet_fao,h_millet_fao,l_millet_fao,c_millet_fao,inflation_millet_fao,trust_millet_fao,o_oil,h_oil,l_oil,c_oil,inflation_oil,trust_oil,o_salt,h_salt,l_salt,c_salt,inflation_salt,trust_salt,o_sorghum,h_sorghum,l_sorghum,c_sorghum,inflation_sorghum,trust_sorghum,o_sorghum_fao,h_sorghum_fao,l_sorghum_fao,c_sorghum_fao,inflation_sorghum_fao,trust_sorghum_fao,o_food_price_index,h_food_price_index,l_food_price_index,c_food_price_index,inflation_food_price_index,trust_food_price_index
UGA,Uganda,Busia,Samia-bugwe,Busia,0.47,34.09,gid_4700000340900000,2007-01-01,2007,1,UGX,"beans (1 KG, Index Weight = 1), cassava_flour (1 KG, Index Weight = 0.5), cassava_flour_fao (1 Kg, Index Weight = 0.5), maize (1 KG, Index Weight = 1), maize_flour (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 0.5), millet_fao (1 Kg, Index Weight = 0.5), oil (1 L, Index Weight = 1), salt (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 0.5), sorghum_fao (1 Kg, Index Weight = 0.5)",2007-01-01,2026-07-01,18.25,28.08,0.97,0,,,,,,,,,,,,1020.88,1084.23,972.2,1028.23,,6.5,509.62,543.24,483.22,513.26,,8.5,427.49,457.83,404.6,431.25,,8.4,488.84,526.73,450.57,488.84,,6.1,801.71,840.3,758.29,801.87,,7.3,1086.62,1153.42,1032.1,1094.07,,7.8,1138.56,1175.23,1110.69,1142.97,,8.9,3771.94,3884.94,3655.27,3772.4,,9.0,1184.13,1235.62,1129.0,1184.29,,9.2,566.11,592.02,546.33,569.21,,6.3,731.99,756.63,707.48,731.99,,8.8,0.45,0.46,0.44,0.45,,9.0
UGA,Uganda,Busia,Samia-bugwe,Busia,0.47,34.09,gid_4700000340900000,2007-02-01,2007,2,UGX,"beans (1 KG, Index Weight = 1), cassava_flour (1 KG, Index Weight = 0.5), cassava_flour_fao (1 Kg, Index Weight = 0.5), maize (1 KG, Index Weight = 1), maize_flour (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 0.5), millet_fao (1 Kg, Index Weight = 0.5), oil (1 L, Index Weight = 1), salt (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 0.5), sorghum_fao (1 Kg, Index Weight = 0.5)",2007-01-01,2026-07-01,18.25,28.08,0.97,0,,,,,,,,,,,,1035.62,1092.04,979.2,1036.79,,6.5,516.89,547.12,486.67,498.49,,8.5,435.0,461.85,408.15,423.86,,8.4,488.65,526.73,438.31,438.31,,6.1,799.46,840.47,704.18,704.18,,7.3,1100.25,1161.33,1039.17,1052.35,,7.8,1147.39,1179.78,1092.45,1092.45,,8.9,3770.56,3885.41,3655.71,3692.89,,9.0,1182.46,1235.78,1125.64,1125.64,,9.2,572.29,595.26,549.32,551.82,,6.3,732.06,756.63,707.48,707.98,,8.8,0.45,0.46,0.43,0.43,,9.0
UGA,Uganda,Busia,Samia-bugwe,Busia,0.47,34.09,gid_4700000340900000,2007-03-01,2007,3,UGX,"beans (1 KG, Index Weight = 1), cassava_flour (1 KG, Index Weight = 0.5), cassava_flour_fao (1 Kg, Index Weight = 0.5), maize (1 KG, Index Weight = 1), maize_flour (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 0.5), millet_fao (1 Kg, Index Weight = 0.5), oil (1 L, Index Weight = 1), salt (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 0.5), sorghum_fao (1 Kg, Index Weight = 0.5)",2007-01-01,2026-07-01,18.25,28.08,0.97,0,,,,,,,,,,,,1045.16,1102.36,987.95,1084.99,,6.5,500.92,530.44,471.4,514.55,,8.5,428.11,454.57,401.64,435.97,,8.4,440.34,474.41,406.27,472.15,,6.1,703.7,745.65,661.75,720.38,,7.3,1062.71,1121.2,1004.22,1015.56,,7.8,1095.96,1127.79,1064.13,1082.52,,8.9,3693.31,3804.74,3581.88,3643.29,,9.0,1146.38,1197.15,1095.61,1138.36,,9.2,556.95,578.46,535.44,555.1,,6.3,707.4,730.77,684.03,706.05,,8.8,0.43,0.44,0.42,0.44,,9.0
UGA,Uganda,Busia,Samia-bugwe,Busia,0.47,34.09,gid_4700000340900000,2007-04-01,2007,4,UGX,"beans (1 KG, Index Weight = 1), cassava_flour (1 KG, Index Weight = 0.5), cassava_flour_fao (1 Kg, Index Weight = 0.5), maize (1 KG, Index Weight = 1), maize_flour (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 0.5), millet_fao (1 Kg, Index Weight = 0.5), oil (1 L, Index Weight = 1), salt (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 0.5), sorghum_fao (1 Kg, Index Weight = 0.5)",2007-01-01,2026-07-01,18.25,28.08,0.97,0,,,,,,,,,,,,1099.64,1159.73,1039.54,1143.03,,6.5,518.2,548.86,487.54,537.29,,8.5,438.84,466.14,411.54,465.25,,8.4,468.56,505.73,431.4,480.59,,6.1,704.37,766.75,665.05,766.75,,7.3,1024.31,1080.52,968.1,1009.39,,7.8,1086.23,1116.86,1055.59,1096.69,,8.9,3622.43,3731.19,3513.67,3703.45,,9.0,1139.4,1191.04,1087.75,1186.97,,9.2,558.06,578.03,538.1,550.05,,6.3,705.87,728.12,683.61,702.08,,8.8,0.43,0.45,0.42,0.45,,9.0
UGA,Uganda,Busia,Samia-bugwe,Busia,0.47,34.09,gid_4700000340900000,2007-05-01,2007,5,UGX,"beans (1 KG, Index Weight = 1), cassava_flour (1 KG, Index Weight = 0.5), cassava_flour_fao (1 Kg, Index Weight = 0.5), maize (1 KG, Index Weight = 1), maize_flour (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 0.5), millet_fao (1 Kg, Index Weight = 0.5), oil (1 L, Index Weight = 1), salt (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 0.5), sorghum_fao (1 Kg, Index Weight = 0.5)",2007-01-01,2026-07-01,18.25,28.08,0.97,0,,,,,,,,,,,,1148.27,1211.82,1084.73,1175.52,,6.5,542.33,574.52,510.15,554.51,,8.5,468.79,497.96,439.62,471.78,,8.4,483.71,522.47,444.95,484.22,,6.1,759.52,802.95,716.09,737.62,,7.3,1025.21,1080.66,969.76,1071.31,,7.8,1100.86,1130.99,1070.73,1117.48,,8.9,3706.66,3816.61,3596.71,3705.68,,9.0,1167.83,1221.84,1113.82,1152.19,,9.2,553.89,572.42,535.37,562.88,,6.3,701.94,723.12,680.76,719.04,,8.8,0.45,0.46,0.44,0.45,,9.0
UGA,Uganda,Busia,Samia-bugwe,Busia,0.47,34.09,gid_4700000340900000,2007-06-01,2007,6,UGX,"beans (1 KG, Index Weight = 1), cassava_flour (1 KG, Index Weight = 0.5), cassava_flour_fao (1 Kg, Index Weight = 0.5), maize (1 KG, Index Weight = 1), maize_flour (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 0.5), millet_fao (1 Kg, Index Weight = 0.5), oil (1 L, Index Weight = 1), salt (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 0.5), sorghum_fao (1 Kg, Index Weight = 0.5)",2007-01-01,2026-07-01,18.25,28.08,0.97,0,,,,,,,,,,,,1175.64,1241.31,1071.41,1071.41,,6.5,560.18,593.62,526.75,538.32,,8.5,476.21,505.88,446.54,465.58,,8.4,481.08,521.08,441.07,471.86,,6.1,751.7,790.51,712.89,746.93,,7.3,1085.66,1144.28,1027.03,1060.47,,7.8,1121.99,1151.96,1092.03,1126.05,,8.9,3724.24,3833.05,3615.44,3757.52,,9.0,1159.81,1223.5,1107.08,1223.5,,9.2,564.85,582.77,546.94,561.26,,6.3,719.45,740.65,698.25,706.83,,8.8,0.45,0.46,0.44,0.45,,9.0
UGA,Uganda,Busia,Samia-bugwe,Busia,0.47,34.09,gid_4700000340900000,2007-07-01,2007,7,UGX,"beans (1 KG, Index Weight = 1), cassava_flour (1 KG, Index Weight = 0.5), cassava_flour_fao (1 Kg, Index Weight = 0.5), maize (1 KG, Index Weight = 1), maize_flour (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 0.5), millet_fao (1 Kg, Index Weight = 0.5), oil (1 L, Index Weight = 1), salt (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 0.5), sorghum_fao (1 Kg, Index Weight = 0.5)",2007-01-01,2026-07-01,18.25,28.08,0.97,0,,,,,,,,,,,,1050.0,1109.65,990.35,1033.48,,6.5,542.1,574.72,509.48,517.36,,8.5,469.87,499.23,440.51,440.62,,8.4,475.27,515.12,435.43,472.33,,6.1,751.94,788.51,715.37,750.74,,7.3,1080.42,1138.06,1022.79,1081.25,,7.8,1130.53,1159.85,1101.21,1124.22,,8.9,3749.6,3858.97,3640.23,3705.5,,9.0,1196.98,1253.01,1140.95,1179.17,,9.2,564.82,581.57,548.07,562.13,,6.3,706.61,726.81,686.41,718.03,,8.8,0.45,0.46,0.44,0.44,,9.0
UGA,Uganda,Busia,Samia-bugwe,Busia,0.47,34.09,gid_4700000340900000,2007-08-01,2007,8,UGX,"beans (1 KG, Index Weight = 1), cassava_flour (1 KG, Index Weight = 0.5), cassava_flour_fao (1 Kg, Index Weight = 0.5), maize (1 KG, Index Weight = 1), maize_flour (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 0.5), millet_fao (1 Kg, Index Weight = 0.5), oil (1 L, Index Weight = 1), salt (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 0.5), sorghum_fao (1 Kg, Index Weight = 0.5)",2007-01-01,2026-07-01,18.25,28.08,0.97,0,,,,,,,,,,,,1054.48,1112.32,996.65,1100.83,,6.5,519.54,551.02,488.06,543.69,,8.5,445.65,473.46,417.83,465.69,,8.4,469.05,509.78,428.32,475.26,,6.1,746.56,781.28,711.84,743.55,,7.3,1079.07,1137.38,1020.77,1055.01,,7.8,1128.54,1157.02,1100.06,1123.02,,8.9,3715.15,3822.28,3608.02,3757.25,,9.0,1188.21,1242.51,1133.9,1200.53,,9.2,565.41,581.23,549.6,577.3,,6.3,718.27,738.17,698.38,715.69,,8.8,0.44,0.45,0.43,0.45,,9.0
UGA,Uganda,Busia,Samia-bugwe,Busia,0.47,34.09,gid_4700000340900000,2007-09-01,2007,9,UGX,"beans (1 KG, Index Weight = 1), cassava_flour (1 KG, Index Weight = 0.5), cassava_flour_fao (1 Kg, Index Weight = 0.5), maize (1 KG, Index Weight = 1), maize_flour (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 0.5), millet_fao (1 Kg, Index Weight = 0.5), oil (1 L, Index Weight = 1), salt (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 0.5), sorghum_fao (1 Kg, Index Weight = 0.5)",2007-01-01,2026-07-01,18.25,28.08,0.97,0,,,,,,,,,,,,1114.71,1176.51,1052.91,1142.36,,6.5,547.93,581.14,514.71,532.1,,8.5,467.53,496.99,438.07,455.77,,8.4,478.28,520.07,436.49,483.45,,6.1,742.98,779.35,710.04,779.35,,7.3,1066.09,1122.59,1009.59,1040.25,,7.8,1127.27,1154.97,1099.56,1123.46,,8.9,3743.89,3851.86,3635.92,3813.73,,9.0,1194.95,1250.56,1139.34,1191.94,,9.2,579.1,594.99,563.22,577.47,,6.3,715.68,734.75,696.61,724.33,,8.8,0.45,0.46,0.44,0.45,,9.0
UGA,Uganda,Busia,Samia-bugwe,Busia,0.47,34.09,gid_4700000340900000,2007-10-01,2007,10,UGX,"beans (1 KG, Index Weight = 1), cassava_flour (1 KG, Index Weight = 0.5), cassava_flour_fao (1 Kg, Index Weight = 0.5), maize (1 KG, Index Weight = 1), maize_flour (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 0.5), millet_fao (1 Kg, Index Weight = 0.5), oil (1 L, Index Weight = 1), salt (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 0.5), sorghum_fao (1 Kg, Index Weight = 0.5)",2007-01-01,2026-07-01,18.25,28.08,0.97,0,,,,,,,,,,,,1148.21,1212.64,1083.79,1134.4,,6.5,535.2,567.9,502.51,524.9,,8.5,462.29,491.2,433.38,445.84,,8.4,480.19,523.48,436.89,474.97,,6.1,778.21,813.53,742.89,774.02,,7.3,1046.19,1101.53,990.84,1038.54,,7.8,1127.71,1154.73,1100.68,1111.31,,8.9,3835.17,3944.52,3698.86,3698.86,,9.0,1193.59,1249.13,1138.05,1158.82,,9.2,580.94,596.03,565.85,582.6,,6.3,724.55,743.25,705.85,728.73,,8.8,0.46,0.47,0.45,0.45,,9.0
UGA,Uganda,Busia,Samia-bugwe,Busia,0.47,34.09,gid_4700000340900000,2007-11-01,2007,11,UGX,"beans (1 KG, Index Weight = 1), cassava_flour (1 KG, Index Weight = 0.5), cassava_flour_fao (1 Kg, Index Weight = 0.5), maize (1 KG, Index Weight = 1), maize_flour (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 0.5), millet_fao (1 Kg, Index Weight = 0.5), oil (1 L, Index Weight = 1), salt (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 0.5), sorghum_fao (1 Kg, Index Weight = 0.5)",2007-01-01,2026-07-01,18.25,28.08,0.97,0,,,,,,,,,,,,1132.64,1196.94,1034.26,1034.26,,6.5,527.5,559.95,495.05,520.01,,8.5,448.25,476.6,419.9,441.95,,8.4,478.38,521.66,435.09,492.87,,6.1,781.68,815.47,747.89,814.17,,7.3,1051.34,1106.17,996.5,1080.31,,7.8,1115.34,1143.03,1089.05,1143.03,,8.9,3697.79,3804.97,3590.6,3793.47,,9.0,1171.59,1225.83,1117.35,1202.6,,9.2,585.55,600.09,571.01,581.95,,6.3,728.89,747.06,710.71,730.93,,8.8,0.45,0.46,0.44,0.45,,9.0
UGA,Uganda,Busia,Samia-bugwe,Busia,0.47,34.09,gid_4700000340900000,2007-12-01,2007,12,UGX,"beans (1 KG, Index Weight = 1), cassava_flour (1 KG, Index Weight = 0.5), cassava_flour_fao (1 Kg, Index Weight = 0.5), maize (1 KG, Index Weight = 1), maize_flour (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 0.5), millet_fao (1 Kg, Index Weight = 0.5), oil (1 L, Index Weight = 1), salt (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 0.5), sorghum_fao (1 Kg, Index Weight = 0.5)",2007-01-01,2026-07-01,18.25,28.08,0.97,0,,,,,,,,,,,,1024.97,1083.43,966.52,1023.22,,6.5,522.39,554.74,490.04,510.79,,8.5,447.45,475.64,419.27,437.02,,8.4,488.74,534.33,443.15,492.34,,6.1,817.86,853.89,781.83,826.17,,7.3,1090.9,1147.59,1034.2,1063.9,,7.8,1147.71,1174.75,1120.67,1132.71,,8.9,3766.24,3876.27,3656.21,3687.63,,9.0,1189.01,1245.57,1132.45,1202.14,,9.2,585.53,599.52,571.54,585.72,,6.3,731.03,748.64,713.41,732.38,,8.8,0.45,0.46,0.44,0.45,,9.0
UGA,Uganda,Busia,Samia-bugwe,Busia,0.47,34.09,gid_4700000340900000,2008-01-01,2008,1,UGX,"beans (1 KG, Index Weight = 1), cassava_flour (1 KG, Index Weight = 0.5), cassava_flour_fao (1 Kg, Index Weight = 0.5), maize (1 KG, Index Weight = 1), maize_flour (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 0.5), millet_fao (1 Kg, Index Weight = 0.5), oil (1 L, Index Weight = 1), salt (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 0.5), sorghum_fao (1 Kg, Index Weight = 0.5)",2007-01-01,2026-07-01,18.25,28.08,0.97,0,,,,,,,,,,,,1049.33,1107.46,991.2,1082.88,5.32,6.5,512.74,544.7,480.78,540.52,5.31,8.5,439.85,467.79,411.91,450.29,4.42,8.4,496.29,546.38,450.03,546.38,11.77,6.1,833.54,983.1,798.04,983.1,22.6,7.3,1079.88,1135.36,1024.41,1027.79,-6.06,7.8,1137.0,1163.34,1110.65,1137.3,-0.5,8.9,3720.18,3826.89,3613.48,3733.77,-1.02,9.0,1198.41,1255.27,1141.54,1181.88,-0.2,9.2,588.83,602.42,575.25,584.01,2.6,6.3,732.44,749.53,715.35,737.85,0.8,8.8,0.45,0.46,0.44,0.46,3.11,9.0
UGA,Uganda,Busia,Samia-bugwe,Busia,0.47,34.09,gid_4700000340900000,2008-02-01,2008,2,UGX,"beans (1 KG, Index Weight = 1), cassava_flour (1 KG, Index Weight = 0.5), cassava_flour_fao (1 Kg, Index Weight = 0.5), maize (1 KG, Index Weight = 1), maize_flour (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 0.5), millet_fao (1 Kg, Index Weight = 0.5), oil (1 L, Index Weight = 1), salt (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 0.5), sorghum_fao (1 Kg, Index Weight = 0.5)",2007-01-01,2026-07-01,18.25,28.08,0.97,0,,,,,,,,,,,,1096.84,1158.61,1035.07,1082.98,4.45,6.5,544.82,578.73,510.9,526.59,5.64,8.5,454.58,483.46,425.71,452.92,6.86,8.4,539.73,590.83,482.2,482.2,10.01,6.1,989.16,1056.46,838.75,838.75,19.11,7.3,1034.14,1087.59,980.68,1082.58,2.87,7.8,1141.65,1167.51,1115.79,1143.71,4.69,8.9,3698.9,3806.11,3591.69,3787.05,2.55,9.0,1188.5,1244.72,1132.28,1202.5,6.83,9.2,587.71,600.94,570.34,570.34,3.36,6.3,738.0,754.76,721.25,724.89,2.39,8.8,0.47,0.48,0.45,0.46,5.43,9.0
UGA,Uganda,Busia,Samia-bugwe,Busia,0.47,34.09,gid_4700000340900000,2008-03-01,2008,3,UGX,"beans (1 KG, Index Weight = 1), cassava_flour (1 KG, Index Weight = 0.5), cassava_flour_fao (1 Kg, Index Weight = 0.5), maize (1 KG, Index Weight = 1), maize_flour (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 0.5), millet_fao (1 Kg, Index Weight = 0.5), oil (1 L, Index Weight = 1), salt (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 0.5), sorghum_fao (1 Kg, Index Weight = 0.5)",2007-01-01,2026-07-01,18.25,28.08,0.97,0,,,,,,,,,,,,1087.85,1149.93,1025.76,1134.03,4.52,6.5,529.58,562.78,496.37,514.19,-0.07,8.5,456.61,485.73,427.48,444.31,1.91,8.4,490.13,534.96,445.3,528.58,11.95,6.1,872.17,936.05,808.3,877.36,21.79,7.3,1085.92,1142.06,1029.78,1080.13,6.36,7.8,1148.13,1173.59,1122.67,1139.78,5.29,8.9,3813.35,3922.17,3704.53,3761.68,3.25,9.0,1196.42,1253.95,1138.89,1180.45,3.7,9.2,575.2,588.95,561.45,577.19,3.98,6.3,724.6,740.89,708.31,732.33,3.72,8.8,0.46,0.47,0.44,0.46,5.88,9.0
UGA,Uganda,Busia,Samia-bugwe,Busia,0.47,34.09,gid_4700000340900000,2008-04-01,2008,4,UGX,"beans (1 KG, Index Weight = 1), cassava_flour (1 KG, Index Weight = 0.5), cassava_flour_fao (1 Kg, Index Weight = 0.5), maize (1 KG, Index Weight = 1), maize_flour (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 0.5), millet_fao (1 Kg, Index Weight = 0.5), oil (1 L, Index Weight = 1), salt (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 0.5), sorghum_fao (1 Kg, Index Weight = 0.5)",2007-01-01,2026-07-01,18.25,28.08,0.97,0,,,,,,,,,,,,1157.82,1251.24,1092.61,1251.24,9.47,6.5,516.35,562.94,483.76,562.94,4.77,8.5,449.02,492.33,420.37,492.33,5.82,8.4,518.21,567.51,468.9,539.85,12.33,6.1,868.51,930.69,809.8,930.69,21.38,7.3,1100.13,1155.72,1044.54,1114.99,10.46,7.8,1144.08,1173.7,1119.15,1173.7,7.02,8.9,3767.42,3876.0,3659.81,3876.0,4.66,9.0,1186.99,1243.78,1130.2,1217.83,2.6,9.2,579.9,593.34,566.47,568.24,3.31,6.3,732.45,748.56,716.34,733.58,4.49,8.8,0.46,0.48,0.45,0.48,7.66,9.0
UGA,Uganda,Busia,Samia-bugwe,Busia,0.47,34.09,gid_4700000340900000,2008-05-01,2008,5,UGX,"beans (1 KG, Index Weight = 1), cassava_flour (1 KG, Index Weight = 0.5), cassava_flour_fao (1 Kg, Index Weight = 0.5), maize (1 KG, Index Weight = 1), maize_flour (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 0.5), millet_fao (1 Kg, Index Weight = 0.5), oil (1 L, Index Weight = 1), salt (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 0.5), sorghum_fao (1 Kg, Index Weight = 0.5)",2007-01-01,2026-07-01,18.25,28.08,0.97,0,,,,,,,,,,,,1266.51,1338.31,1194.71,1269.09,7.96,6.5,568.84,604.4,533.29,573.75,3.47,8.5,493.36,525.06,461.65,502.16,6.44,8.4,549.46,600.44,498.48,541.74,11.88,6.1,917.4,976.38,858.42,885.88,20.1,7.3,1113.72,1170.7,1041.72,1041.72,-2.76,7.8,1178.59,1204.53,1145.45,1145.45,2.5,8.9,3866.23,3977.67,3754.78,3862.67,4.24,9.0,1205.05,1263.92,1146.17,1228.66,6.64,9.2,572.61,589.4,559.24,589.4,4.71,6.3,733.64,749.36,717.93,724.2,0.72,8.8,0.48,0.5,0.47,0.48,5.69,9.0
UGA,Uganda,Busia,Samia-bugwe,Busia,0.47,34.09,gid_4700000340900000,2008-06-01,2008,6,UGX,"beans (1 KG, Index Weight = 1), cassava_flour (1 KG, Index Weight = 0.5), cassava_flour_fao (1 Kg, Index Weight = 0.5), maize (1 KG, Index Weight = 1), maize_flour (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 0.5), millet_fao (1 Kg, Index Weight = 0.5), oil (1 L, Index Weight = 1), salt (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 0.5), sorghum_fao (1 Kg, Index Weight = 0.5)",2007-01-01,2026-07-01,18.25,28.08,0.97,0,,,,,,,,,,,,1254.73,1327.92,1141.77,1141.77,6.57,6.5,579.6,616.06,543.14,566.46,5.23,8.5,509.12,541.55,476.7,488.13,4.84,8.4,532.47,584.37,480.57,526.59,11.6,6.1,894.68,945.98,843.39,897.88,20.21,7.3,1056.99,1110.31,1003.67,1050.52,-0.94,7.8,1149.58,1175.27,1123.89,1153.17,2.41,8.9,3894.77,4005.05,3784.49,3857.95,2.67,9.0,1220.81,1280.52,1161.09,1242.57,1.56,9.2,590.58,605.17,576.0,582.14,3.72,6.3,723.97,739.27,708.67,722.83,2.26,8.8,0.48,0.49,0.47,0.47,4.93,9.0
UGA,Uganda,Busia,Samia-bugwe,Busia,0.47,34.09,gid_4700000340900000,2008-07-01,2008,7,UGX,"beans (1 KG, Index Weight = 1), cassava_flour (1 KG, Index Weight = 0.5), cassava_flour_fao (1 Kg, Index Weight = 0.5), maize (1 KG, Index Weight = 1), maize_flour (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 0.5), millet_fao (1 Kg, Index Weight = 0.5), oil (1 L, Index Weight = 1), salt (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 0.5), sorghum_fao (1 Kg, Index Weight = 0.5)",2007-01-01,2026-07-01,18.25,28.08,0.97,0,,,,,,,,,,,,1125.42,1191.05,1059.78,1180.91,14.27,6.5,571.01,607.2,534.82,564.04,9.02,8.5,491.11,522.7,459.53,494.64,12.26,8.4,535.78,586.93,484.63,542.6,14.88,6.1,904.37,951.85,856.9,914.46,21.81,7.3,1049.81,1103.18,996.44,1037.26,-4.07,7.8,1157.55,1182.9,1132.2,1147.84,2.1,8.9,3838.77,3948.38,3729.16,3819.32,3.07,9.0,1235.01,1295.72,1174.3,1254.76,6.41,9.2,586.43,600.54,572.32,583.6,3.82,6.3,722.74,737.66,707.83,722.92,0.68,8.8,0.47,0.48,0.46,0.47,6.58,9.0
UGA,Uganda,Busia,Samia-bugwe,Busia,0.47,34.09,gid_4700000340900000,2008-08-01,2008,8,UGX,"beans (1 KG, Index Weight = 1), cassava_flour (1 KG, Index Weight = 0.5), cassava_flour_fao (1 Kg, Index Weight = 0.5), maize (1 KG, Index Weight = 1), maize_flour (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 0.5), millet_fao (1 Kg, Index Weight = 0.5), oil (1 L, Index Weight = 1), salt (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 0.5), sorghum_fao (1 Kg, Index Weight = 0.5)",2007-01-01,2026-07-01,18.25,28.08,0.97,0,,,,,,,,,,,,1215.51,1283.57,1147.45,1244.96,13.09,6.5,568.02,604.26,531.77,575.97,5.94,8.5,499.95,532.05,467.85,494.16,6.11,8.4,532.9,586.29,479.5,544.7,14.61,6.1,907.25,952.27,862.23,923.94,24.26,7.3,1059.25,1112.72,1006.93,1112.72,5.47,7.8,1152.11,1184.45,1127.28,1184.45,5.47,8.9,3818.87,3945.78,3710.92,3945.78,5.02,9.0,1247.94,1309.59,1186.29,1216.76,1.35,9.2,586.95,600.61,573.28,591.1,2.39,6.3,722.9,746.62,708.31,746.62,4.32,8.8,0.47,0.48,0.46,0.48,7.83,9.0
UGA,Uganda,Busia,Samia-bugwe,Busia,0.47,34.09,gid_4700000340900000,2008-09-01,2008,9,UGX,"beans (1 KG, Index Weight = 1), cassava_flour (1 KG, Index Weight = 0.5), cassava_flour_fao (1 Kg, Index Weight = 0.5), maize (1 KG, Index Weight = 1), maize_flour (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 0.5), millet_fao (1 Kg, Index Weight = 0.5), oil (1 L, Index Weight = 1), salt (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 0.5), sorghum_fao (1 Kg, Index Weight = 0.5)",2007-01-01,2026-07-01,18.25,28.08,0.97,0,,,,,,,,,,,,1237.32,1478.46,1165.25,1478.46,29.42,6.5,580.54,659.78,543.31,659.78,24.0,8.5,497.84,590.15,465.68,590.15,29.49,8.4,553.89,608.13,499.64,570.93,18.1,6.1,930.1,993.7,886.89,993.7,27.5,7.3,1118.14,1174.18,1062.1,1114.83,7.17,7.8,1189.4,1215.77,1163.34,1215.77,8.22,8.9,3948.54,4061.26,3835.83,4048.94,6.17,9.0,1228.98,1316.95,1168.91,1316.95,10.49,9.2,593.84,607.32,580.37,600.13,3.92,6.3,747.24,763.14,731.34,738.04,1.89,8.8,0.49,0.52,0.48,0.52,13.22,9.0
