ISO3,country,adm1_name,adm2_name,mkt_name,lat,lon,geo_id,price_date,year,month,currency,components,start_dense_data,last_survey_point,data_coverage,data_coverage_recent,index_confidence_score,spatially_interpolated,beans,cassava_flour,cassava_flour_fao,maize,maize_flour,millet,millet_fao,oil,salt,sorghum,sorghum_fao,o_beans,h_beans,l_beans,c_beans,inflation_beans,trust_beans,o_cassava_flour,h_cassava_flour,l_cassava_flour,c_cassava_flour,inflation_cassava_flour,trust_cassava_flour,o_cassava_flour_fao,h_cassava_flour_fao,l_cassava_flour_fao,c_cassava_flour_fao,inflation_cassava_flour_fao,trust_cassava_flour_fao,o_maize,h_maize,l_maize,c_maize,inflation_maize,trust_maize,o_maize_flour,h_maize_flour,l_maize_flour,c_maize_flour,inflation_maize_flour,trust_maize_flour,o_millet,h_millet,l_millet,c_millet,inflation_millet,trust_millet,o_millet_fao,h_millet_fao,l_millet_fao,c_millet_fao,inflation_millet_fao,trust_millet_fao,o_oil,h_oil,l_oil,c_oil,inflation_oil,trust_oil,o_salt,h_salt,l_salt,c_salt,inflation_salt,trust_salt,o_sorghum,h_sorghum,l_sorghum,c_sorghum,inflation_sorghum,trust_sorghum,o_sorghum_fao,h_sorghum_fao,l_sorghum_fao,c_sorghum_fao,inflation_sorghum_fao,trust_sorghum_fao,o_food_price_index,h_food_price_index,l_food_price_index,c_food_price_index,inflation_food_price_index,trust_food_price_index
UGA,Uganda,Busia,Samia-bugwe,Busia,0.47,34.09,gid_4700000340900000,2014-01-01,2014,1,UGX,"beans (1 KG, Index Weight = 1), cassava_flour (1 KG, Index Weight = 0.5), cassava_flour_fao (1 Kg, Index Weight = 0.5), maize (1 KG, Index Weight = 1), maize_flour (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 0.5), millet_fao (1 Kg, Index Weight = 0.5), oil (1 L, Index Weight = 1), salt (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 0.5), sorghum_fao (1 Kg, Index Weight = 0.5)",2007-01-01,2026-07-01,18.25,28.08,0.97,0,,,,,,,,,,,,1852.21,1974.62,1751.55,1974.62,2.89,6.5,996.95,1055.13,938.77,1009.01,11.24,8.5,961.24,1017.36,905.12,986.98,13.57,8.4,788.42,856.18,720.65,817.61,0.04,6.1,1656.81,1730.91,1582.7,1635.79,5.27,7.3,1783.4,1888.38,1678.42,1722.65,11.41,7.8,1794.79,1850.34,1739.24,1752.86,8.11,8.9,6054.32,6240.96,5791.73,5791.73,6.5,9.0,1856.45,1939.93,1772.97,1854.42,7.63,9.2,766.92,815.34,728.13,815.34,8.9,6.3,932.82,964.93,900.71,949.72,3.39,8.8,0.74,0.75,0.72,0.74,6.5,9.0
UGA,Uganda,Busia,Samia-bugwe,Busia,0.47,34.09,gid_4700000340900000,2014-02-01,2014,2,UGX,"beans (1 KG, Index Weight = 1), cassava_flour (1 KG, Index Weight = 0.5), cassava_flour_fao (1 Kg, Index Weight = 0.5), maize (1 KG, Index Weight = 1), maize_flour (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 0.5), millet_fao (1 Kg, Index Weight = 0.5), oil (1 L, Index Weight = 1), salt (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 0.5), sorghum_fao (1 Kg, Index Weight = 0.5)",2007-01-01,2026-07-01,18.25,28.08,0.97,0,,,,,,,,,,,,2012.45,2140.34,1903.01,2140.34,3.12,6.5,1012.47,1071.87,953.08,992.37,-7.62,8.5,989.19,1047.8,930.57,989.19,-7.61,8.4,797.94,870.94,724.93,729.29,3.75,6.1,1651.31,1723.16,1485.86,1485.86,1.12,7.3,1750.47,1850.11,1650.83,1747.39,-1.64,7.8,1759.2,1812.43,1705.96,1715.63,-2.75,8.9,5846.51,6025.44,5481.2,5481.2,-4.93,9.0,1852.82,1937.82,1730.12,1730.12,-6.79,9.2,814.35,855.73,772.97,845.69,1.37,6.3,950.21,990.78,918.75,990.78,3.07,8.8,0.74,0.76,0.73,0.73,-1.62,9.0
UGA,Uganda,Busia,Samia-bugwe,Busia,0.47,34.09,gid_4700000340900000,2014-03-01,2014,3,UGX,"beans (1 KG, Index Weight = 1), cassava_flour (1 KG, Index Weight = 0.5), cassava_flour_fao (1 Kg, Index Weight = 0.5), maize (1 KG, Index Weight = 1), maize_flour (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 0.5), millet_fao (1 Kg, Index Weight = 0.5), oil (1 L, Index Weight = 1), salt (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 0.5), sorghum_fao (1 Kg, Index Weight = 0.5)",2007-01-01,2026-07-01,18.25,28.08,0.97,0,,,,,,,,,,,,2155.45,2274.16,2036.73,2138.18,0.88,6.5,995.44,1054.26,936.63,1045.89,-2.63,8.5,1003.65,1062.59,944.71,1016.53,-1.37,8.4,749.26,814.58,683.94,761.02,1.75,6.1,1498.79,1576.43,1421.15,1545.25,2.7,7.3,1749.16,1961.1,1648.9,1961.1,19.95,7.8,1721.51,1800.29,1670.43,1800.29,6.16,8.9,5377.63,5639.55,5203.1,5639.55,0.33,9.0,1773.86,1853.03,1694.68,1709.86,-4.79,9.2,847.46,888.0,806.91,862.06,6.96,6.3,991.99,1024.94,959.04,977.6,4.82,8.8,0.73,0.75,0.71,0.75,2.92,9.0
UGA,Uganda,Busia,Samia-bugwe,Busia,0.47,34.09,gid_4700000340900000,2014-04-01,2014,4,UGX,"beans (1 KG, Index Weight = 1), cassava_flour (1 KG, Index Weight = 0.5), cassava_flour_fao (1 Kg, Index Weight = 0.5), maize (1 KG, Index Weight = 1), maize_flour (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 0.5), millet_fao (1 Kg, Index Weight = 0.5), oil (1 L, Index Weight = 1), salt (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 0.5), sorghum_fao (1 Kg, Index Weight = 0.5)",2007-01-01,2026-07-01,18.25,28.08,0.97,0,,,,,,,,,,,,2116.61,2235.84,1997.37,2160.36,1.61,6.5,1053.41,1115.63,991.18,1099.43,3.87,8.5,1019.22,1097.91,958.47,1097.91,7.98,8.4,739.81,847.81,670.47,847.81,7.04,6.1,1504.1,1585.69,1427.54,1585.69,4.16,7.3,1967.63,2082.1,1853.15,1964.05,8.59,7.8,1808.02,1864.71,1753.54,1864.71,5.01,8.9,5621.37,5825.5,5440.66,5825.5,-1.45,9.0,1729.74,1876.73,1651.21,1876.73,6.13,9.2,865.49,920.2,827.43,920.2,4.76,6.3,977.54,1022.38,946.31,1022.38,5.99,8.8,0.75,0.78,0.74,0.78,3.45,9.0
UGA,Uganda,Busia,Samia-bugwe,Busia,0.47,34.09,gid_4700000340900000,2014-05-01,2014,5,UGX,"beans (1 KG, Index Weight = 1), cassava_flour (1 KG, Index Weight = 0.5), cassava_flour_fao (1 Kg, Index Weight = 0.5), maize (1 KG, Index Weight = 1), maize_flour (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 0.5), millet_fao (1 Kg, Index Weight = 0.5), oil (1 L, Index Weight = 1), salt (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 0.5), sorghum_fao (1 Kg, Index Weight = 0.5)",2007-01-01,2026-07-01,18.25,28.08,0.97,0,,,,,,,,,,,,2176.5,2297.56,2055.43,2177.87,-0.5,6.5,1110.28,1195.28,1044.57,1195.28,9.24,8.5,1109.27,1174.91,1043.64,1168.55,10.38,8.4,866.33,941.7,790.97,888.15,10.23,6.1,1582.37,1733.0,1504.25,1733.0,7.74,7.3,1989.65,2103.37,1875.94,1992.93,7.27,7.8,1873.03,1928.83,1817.23,1918.07,7.0,8.9,5915.38,6189.41,5729.68,6189.41,9.81,9.0,1812.79,1911.02,1727.18,1911.02,8.15,9.2,919.1,960.98,877.22,907.06,1.84,6.3,1023.55,1056.75,990.36,1008.97,2.48,8.8,0.79,0.81,0.77,0.81,6.21,9.0
UGA,Uganda,Busia,Samia-bugwe,Busia,0.47,34.09,gid_4700000340900000,2014-06-01,2014,6,UGX,"beans (1 KG, Index Weight = 1), cassava_flour (1 KG, Index Weight = 0.5), cassava_flour_fao (1 Kg, Index Weight = 0.5), maize (1 KG, Index Weight = 1), maize_flour (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 0.5), millet_fao (1 Kg, Index Weight = 0.5), oil (1 L, Index Weight = 1), salt (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 0.5), sorghum_fao (1 Kg, Index Weight = 0.5)",2007-01-01,2026-07-01,18.25,28.08,0.97,0,,,,,,,,,,,,2162.11,2284.81,2039.42,2097.29,-4.09,6.5,1211.97,1283.36,1140.58,1140.75,5.02,8.5,1173.8,1243.78,1103.82,1130.61,7.45,8.4,867.93,948.2,787.65,801.13,2.01,6.1,1749.18,1843.54,1645.73,1645.73,2.12,7.3,1959.56,2074.01,1845.1,1974.53,19.38,7.8,1926.58,1982.84,1870.31,1895.44,11.5,8.9,6212.17,6410.54,6013.8,6125.38,12.53,9.0,1879.15,1974.58,1791.87,1974.58,8.74,9.2,913.96,951.94,852.82,852.82,5.65,6.3,1008.9,1040.38,977.28,977.28,6.07,8.8,0.82,0.84,0.79,0.79,6.82,9.0
UGA,Uganda,Busia,Samia-bugwe,Busia,0.47,34.09,gid_4700000340900000,2014-07-01,2014,7,UGX,"beans (1 KG, Index Weight = 1), cassava_flour (1 KG, Index Weight = 0.5), cassava_flour_fao (1 Kg, Index Weight = 0.5), maize (1 KG, Index Weight = 1), maize_flour (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 0.5), millet_fao (1 Kg, Index Weight = 0.5), oil (1 L, Index Weight = 1), salt (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 0.5), sorghum_fao (1 Kg, Index Weight = 0.5)",2007-01-01,2026-07-01,18.25,28.08,0.97,0,,,,,,,,,,,,2089.86,2208.53,1736.66,1736.66,-5.2,6.5,1150.59,1218.9,905.11,905.11,-10.46,8.5,1146.91,1214.78,884.9,884.9,-9.05,8.4,821.75,894.57,748.92,807.8,7.76,6.1,1697.71,1785.51,1609.91,1668.95,7.21,7.3,1972.21,2084.7,1859.71,1878.78,23.16,7.8,1902.8,1956.93,1827.06,1827.06,12.93,8.9,6179.6,6372.48,5986.73,6300.31,19.57,9.0,1940.49,2030.81,1811.93,1811.93,1.44,9.2,863.4,901.25,825.55,888.65,23.27,6.3,976.49,1006.58,946.4,975.77,10.25,8.8,0.79,0.81,0.75,0.75,9.14,9.0
UGA,Uganda,Busia,Samia-bugwe,Busia,0.47,34.09,gid_4700000340900000,2014-08-01,2014,8,UGX,"beans (1 KG, Index Weight = 1), cassava_flour (1 KG, Index Weight = 0.5), cassava_flour_fao (1 Kg, Index Weight = 0.5), maize (1 KG, Index Weight = 1), maize_flour (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 0.5), millet_fao (1 Kg, Index Weight = 0.5), oil (1 L, Index Weight = 1), salt (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 0.5), sorghum_fao (1 Kg, Index Weight = 0.5)",2007-01-01,2026-07-01,18.25,28.08,0.97,0,,,,,,,,,,,,1693.47,1789.2,1588.74,1588.74,-20.75,6.5,900.58,951.79,849.37,896.06,-13.05,8.5,898.3,950.13,846.46,909.2,-13.53,8.4,787.73,862.36,637.95,637.95,-9.9,6.1,1660.23,1743.25,1488.35,1488.35,-1.97,7.3,1890.15,1996.75,1728.25,1728.25,3.96,7.8,1833.15,1885.81,1731.94,1731.94,1.85,8.9,6257.32,6453.06,5837.13,5837.13,6.94,9.0,1860.19,1942.95,1777.42,1832.58,-3.32,9.2,889.94,927.1,852.78,888.58,12.68,6.3,975.55,1004.31,940.73,940.73,1.69,8.8,0.74,0.77,0.7,0.7,-2.19,9.0
UGA,Uganda,Busia,Samia-bugwe,Busia,0.47,34.09,gid_4700000340900000,2014-09-01,2014,9,UGX,"beans (1 KG, Index Weight = 1), cassava_flour (1 KG, Index Weight = 0.5), cassava_flour_fao (1 Kg, Index Weight = 0.5), maize (1 KG, Index Weight = 1), maize_flour (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 0.5), millet_fao (1 Kg, Index Weight = 0.5), oil (1 L, Index Weight = 1), salt (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 0.5), sorghum_fao (1 Kg, Index Weight = 0.5)",2007-01-01,2026-07-01,18.25,28.08,0.97,0,,,,,,,,,,,,1644.12,1772.23,1556.42,1772.23,-17.98,6.5,893.93,991.16,842.82,991.16,-15.72,8.5,911.21,994.42,857.78,994.42,-18.26,8.4,658.58,714.37,561.45,561.45,-20.69,6.1,1480.89,1564.27,1397.51,1496.7,1.72,7.3,1754.23,1852.81,1655.66,1738.88,0.5,7.8,1736.96,1789.07,1684.84,1732.4,0.84,8.9,5863.6,6051.25,5675.94,5780.15,5.66,9.0,1838.58,1922.76,1754.4,1817.36,-6.18,9.2,893.97,928.11,813.13,813.13,15.17,6.3,939.83,967.61,912.04,924.61,5.11,8.8,0.69,0.72,0.67,0.71,-2.87,9.0
UGA,Uganda,Busia,Samia-bugwe,Busia,0.47,34.09,gid_4700000340900000,2014-10-01,2014,10,UGX,"beans (1 KG, Index Weight = 1), cassava_flour (1 KG, Index Weight = 0.5), cassava_flour_fao (1 Kg, Index Weight = 0.5), maize (1 KG, Index Weight = 1), maize_flour (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 0.5), millet_fao (1 Kg, Index Weight = 0.5), oil (1 L, Index Weight = 1), salt (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 0.5), sorghum_fao (1 Kg, Index Weight = 0.5)",2007-01-01,2026-07-01,18.25,28.08,0.97,0,,,,,,,,,,,,1837.87,1935.51,1712.04,1712.04,-16.47,6.5,997.7,1053.73,941.67,946.35,-13.23,8.5,1004.41,1062.79,946.03,952.74,-11.53,8.4,546.93,594.44,499.42,552.2,-25.69,6.1,1452.14,1529.3,1374.99,1404.73,-6.86,7.3,1767.17,1865.57,1668.76,1684.02,-7.63,7.8,1738.33,1788.7,1687.95,1699.76,-4.45,8.9,5667.81,5850.33,5485.29,5781.19,-0.46,9.0,1824.59,1908.55,1740.63,1826.66,-2.28,9.2,825.41,863.12,787.71,842.81,12.12,6.3,924.01,950.43,897.59,906.75,-3.36,8.8,0.71,0.73,0.69,0.7,-6.0,9.0
UGA,Uganda,Busia,Samia-bugwe,Busia,0.47,34.09,gid_4700000340900000,2014-11-01,2014,11,UGX,"beans (1 KG, Index Weight = 1), cassava_flour (1 KG, Index Weight = 0.5), cassava_flour_fao (1 Kg, Index Weight = 0.5), maize (1 KG, Index Weight = 1), maize_flour (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 0.5), millet_fao (1 Kg, Index Weight = 0.5), oil (1 L, Index Weight = 1), salt (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 0.5), sorghum_fao (1 Kg, Index Weight = 0.5)",2007-01-01,2026-07-01,18.25,28.08,0.97,0,,,,,,,,,,,,1696.24,1790.56,1601.93,1689.94,-11.07,6.5,949.69,1003.41,895.97,978.86,-8.19,8.5,962.36,1018.4,906.33,991.25,-5.15,8.4,566.17,613.89,518.46,581.99,-24.87,6.1,1398.57,1467.49,1329.66,1360.98,-12.25,7.3,1742.08,1837.0,1647.15,1677.36,-4.0,7.8,1705.5,1753.93,1657.07,1705.8,-2.96,8.9,5824.2,6004.25,5644.15,5735.67,-0.91,9.0,1825.11,1910.01,1740.22,1867.27,-1.98,9.2,844.51,880.74,808.29,849.88,13.15,6.3,906.17,931.37,880.96,922.88,-0.1,8.8,0.7,0.71,0.68,0.7,-4.61,9.0
UGA,Uganda,Busia,Samia-bugwe,Busia,0.47,34.09,gid_4700000340900000,2014-12-01,2014,12,UGX,"beans (1 KG, Index Weight = 1), cassava_flour (1 KG, Index Weight = 0.5), cassava_flour_fao (1 Kg, Index Weight = 0.5), maize (1 KG, Index Weight = 1), maize_flour (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 0.5), millet_fao (1 Kg, Index Weight = 0.5), oil (1 L, Index Weight = 1), salt (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 0.5), sorghum_fao (1 Kg, Index Weight = 0.5)",2007-01-01,2026-07-01,18.25,28.08,0.97,0,,,,,,,,,,,,1753.56,1847.17,1659.95,1706.15,-6.09,6.5,985.02,1040.96,929.07,958.25,-3.76,8.5,997.11,1055.57,938.64,971.53,2.52,8.4,566.67,617.86,515.47,605.21,-21.5,6.1,1343.92,1407.89,1279.95,1402.8,-13.87,7.3,1708.49,1802.54,1614.44,1737.99,-3.65,7.8,1712.04,1759.1,1664.99,1715.02,-4.06,8.9,5736.93,5913.08,5560.77,5697.81,-6.37,9.0,1850.94,1938.16,1763.72,1808.55,-1.29,9.2,854.26,887.83,820.69,858.61,12.43,6.3,923.17,948.16,898.18,925.32,-0.78,8.8,0.7,0.71,0.68,0.7,-4.94,9.0
UGA,Uganda,Busia,Samia-bugwe,Busia,0.47,34.09,gid_4700000340900000,2015-01-01,2015,1,UGX,"beans (1 KG, Index Weight = 1), cassava_flour (1 KG, Index Weight = 0.5), cassava_flour_fao (1 Kg, Index Weight = 0.5), maize (1 KG, Index Weight = 1), maize_flour (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 0.5), millet_fao (1 Kg, Index Weight = 0.5), oil (1 L, Index Weight = 1), salt (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 0.5), sorghum_fao (1 Kg, Index Weight = 0.5)",2007-01-01,2026-07-01,18.25,28.08,0.97,0,,,,,,,,,,,,1717.06,1915.14,1622.12,1915.14,-3.01,6.5,962.84,1024.37,907.7,1024.37,1.52,8.5,983.73,1041.2,926.26,1030.63,4.42,8.4,619.39,717.11,565.66,717.11,-12.29,6.1,1399.99,1465.43,1334.54,1417.1,-13.37,7.3,1767.16,1863.89,1670.43,1742.05,1.13,7.8,1721.54,1767.4,1675.67,1729.48,-1.33,8.9,5673.43,5845.89,5500.98,5587.77,-3.52,9.0,1825.79,1910.69,1740.88,1812.32,-2.27,9.2,862.84,894.19,831.54,894.19,9.67,6.3,925.45,966.02,901.34,966.02,1.72,8.8,0.7,0.72,0.69,0.72,-2.58,9.0
UGA,Uganda,Busia,Samia-bugwe,Busia,0.47,34.09,gid_4700000340900000,2015-02-01,2015,2,UGX,"beans (1 KG, Index Weight = 1), cassava_flour (1 KG, Index Weight = 0.5), cassava_flour_fao (1 Kg, Index Weight = 0.5), maize (1 KG, Index Weight = 1), maize_flour (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 0.5), millet_fao (1 Kg, Index Weight = 0.5), oil (1 L, Index Weight = 1), salt (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 0.5), sorghum_fao (1 Kg, Index Weight = 0.5)",2007-01-01,2026-07-01,18.25,28.08,0.97,0,,,,,,,,,,,,2014.16,2326.59,1908.62,2326.59,8.7,6.5,1033.9,1092.97,974.83,1080.14,8.84,8.5,1033.48,1094.57,972.39,1082.11,9.39,8.4,695.63,756.87,634.39,740.11,1.48,6.1,1413.98,1477.36,1350.59,1473.14,-0.86,7.3,1771.24,1867.46,1675.01,1707.07,-2.31,7.8,1736.22,1781.14,1691.29,1715.42,-0.01,8.9,5585.89,5753.23,5418.55,5558.34,1.41,9.0,1815.84,1901.43,1730.26,1809.07,4.56,9.2,895.61,927.64,863.58,913.99,8.08,6.3,967.13,993.46,935.74,935.74,-5.56,8.8,0.73,0.75,0.71,0.75,2.61,9.0
UGA,Uganda,Busia,Samia-bugwe,Busia,0.47,34.09,gid_4700000340900000,2015-03-01,2015,3,UGX,"beans (1 KG, Index Weight = 1), cassava_flour (1 KG, Index Weight = 0.5), cassava_flour_fao (1 Kg, Index Weight = 0.5), maize (1 KG, Index Weight = 1), maize_flour (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 0.5), millet_fao (1 Kg, Index Weight = 0.5), oil (1 L, Index Weight = 1), salt (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 0.5), sorghum_fao (1 Kg, Index Weight = 0.5)",2007-01-01,2026-07-01,18.25,28.08,0.97,0,,,,,,,,,,,,2360.84,2485.89,2235.79,2315.15,8.28,6.5,1092.62,1155.21,1030.02,1083.45,3.59,8.5,1094.84,1159.12,1030.57,1081.28,6.37,8.4,760.25,824.2,696.29,699.53,-8.08,6.1,1495.43,1561.67,1429.19,1477.73,-4.37,7.3,1720.24,1814.03,1626.45,1731.42,-11.71,7.8,1721.79,1765.31,1678.27,1752.43,-2.66,8.9,5537.3,5773.31,5372.81,5773.31,2.37,9.0,1811.23,1897.17,1725.29,1804.95,5.56,9.2,917.36,972.75,886.38,972.75,12.84,6.3,935.24,981.99,909.64,981.99,0.45,8.8,0.76,0.78,0.74,0.76,1.47,9.0
UGA,Uganda,Busia,Samia-bugwe,Busia,0.47,34.09,gid_4700000340900000,2015-04-01,2015,4,UGX,"beans (1 KG, Index Weight = 1), cassava_flour (1 KG, Index Weight = 0.5), cassava_flour_fao (1 Kg, Index Weight = 0.5), maize (1 KG, Index Weight = 1), maize_flour (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 0.5), millet_fao (1 Kg, Index Weight = 0.5), oil (1 L, Index Weight = 1), salt (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 0.5), sorghum_fao (1 Kg, Index Weight = 0.5)",2007-01-01,2026-07-01,18.25,28.08,0.97,0,,,,,,,,,,,,2253.9,2379.01,2128.79,2255.82,4.42,6.5,1094.23,1192.68,1030.96,1192.68,8.48,8.5,1088.35,1226.22,1023.93,1226.22,11.69,8.4,682.99,901.1,622.25,901.1,6.29,6.1,1482.76,1547.31,1418.45,1547.31,-2.42,7.3,1740.6,1834.99,1646.22,1758.54,-10.46,7.8,1759.51,1851.55,1715.78,1851.55,-0.71,8.9,5791.16,5964.13,5618.18,5714.36,-1.91,9.0,1807.11,2083.82,1720.86,2083.82,11.03,9.2,971.92,1166.82,935.64,1166.82,26.8,6.3,983.1,1076.84,954.69,1076.84,5.33,8.8,0.77,0.8,0.75,0.8,3.07,9.0
UGA,Uganda,Busia,Samia-bugwe,Busia,0.47,34.09,gid_4700000340900000,2015-05-01,2015,5,UGX,"beans (1 KG, Index Weight = 1), cassava_flour (1 KG, Index Weight = 0.5), cassava_flour_fao (1 Kg, Index Weight = 0.5), maize (1 KG, Index Weight = 1), maize_flour (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 0.5), millet_fao (1 Kg, Index Weight = 0.5), oil (1 L, Index Weight = 1), salt (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 0.5), sorghum_fao (1 Kg, Index Weight = 0.5)",2007-01-01,2026-07-01,18.25,28.08,0.97,0,,,,,,,,,,,,2267.85,2390.46,2145.24,2233.56,2.56,6.5,1210.39,1279.77,1007.08,1007.08,-15.75,8.5,1231.46,1304.15,1006.52,1006.52,-13.87,8.4,910.68,971.48,849.87,892.76,0.52,6.1,1561.9,1630.46,1493.34,1622.25,-6.39,7.3,1778.9,1874.03,1683.77,1871.99,-6.07,7.8,1860.14,1909.31,1810.97,1830.33,-4.57,8.9,5760.67,5930.18,5591.16,5696.48,-7.96,9.0,1961.63,2057.99,1772.52,1772.52,-7.25,9.2,1150.89,1232.38,1069.41,1175.77,29.63,6.3,1079.76,1118.58,1040.93,1118.31,10.84,8.8,0.81,0.84,0.79,0.79,-2.18,9.0
UGA,Uganda,Busia,Samia-bugwe,Busia,0.47,34.09,gid_4700000340900000,2015-06-01,2015,6,UGX,"beans (1 KG, Index Weight = 1), cassava_flour (1 KG, Index Weight = 0.5), cassava_flour_fao (1 Kg, Index Weight = 0.5), maize (1 KG, Index Weight = 1), maize_flour (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 0.5), millet_fao (1 Kg, Index Weight = 0.5), oil (1 L, Index Weight = 1), salt (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 0.5), sorghum_fao (1 Kg, Index Weight = 0.5)",2007-01-01,2026-07-01,18.25,28.08,0.97,0,,,,,,,,,,,,2206.72,2443.08,2084.66,2443.08,16.49,6.5,1009.57,1098.75,952.94,1098.75,-3.68,8.5,1028.64,1087.46,969.82,1050.57,-7.08,8.4,884.07,946.61,821.53,942.3,17.62,6.1,1624.35,1696.48,1552.23,1582.44,-3.85,7.3,1875.62,1976.66,1774.58,1852.57,-6.18,7.8,1837.6,1885.18,1790.03,1837.0,-3.08,8.9,5650.84,5818.24,5483.44,5543.78,-9.49,9.0,1844.15,1925.45,1762.85,1788.88,-9.4,9.2,1182.09,1256.76,1107.42,1194.15,40.02,6.3,1120.08,1159.68,1080.49,1124.81,15.09,8.8,0.79,0.82,0.77,0.8,1.98,9.0
UGA,Uganda,Busia,Samia-bugwe,Busia,0.47,34.09,gid_4700000340900000,2015-07-01,2015,7,UGX,"beans (1 KG, Index Weight = 1), cassava_flour (1 KG, Index Weight = 0.5), cassava_flour_fao (1 Kg, Index Weight = 0.5), maize (1 KG, Index Weight = 1), maize_flour (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 0.5), millet_fao (1 Kg, Index Weight = 0.5), oil (1 L, Index Weight = 1), salt (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 0.5), sorghum_fao (1 Kg, Index Weight = 0.5)",2007-01-01,2026-07-01,18.25,28.08,0.97,0,,,,,,,,,,,,2502.31,2634.85,2218.88,2218.88,27.77,6.5,1108.68,1170.27,1036.07,1036.07,14.47,8.5,1045.84,1107.42,984.26,1030.25,16.43,8.4,948.88,1016.32,797.65,797.65,-1.26,6.1,1612.97,1682.11,1543.82,1582.58,-5.18,7.3,1868.84,1968.08,1769.6,1805.07,-3.92,7.8,1844.17,1890.57,1797.76,1814.92,-0.66,8.9,5545.12,5707.19,5383.05,5659.78,-10.17,9.0,1803.52,1885.93,1721.12,1833.52,1.19,9.2,1199.34,1268.13,1130.54,1192.45,34.19,6.3,1125.37,1163.34,1082.82,1082.82,10.97,8.8,0.8,0.82,0.78,0.78,4.34,9.0
UGA,Uganda,Busia,Samia-bugwe,Busia,0.47,34.09,gid_4700000340900000,2015-08-01,2015,8,UGX,"beans (1 KG, Index Weight = 1), cassava_flour (1 KG, Index Weight = 0.5), cassava_flour_fao (1 Kg, Index Weight = 0.5), maize (1 KG, Index Weight = 1), maize_flour (1 KG, Index Weight = 1), millet (1 KG, Index Weight = 0.5), millet_fao (1 Kg, Index Weight = 0.5), oil (1 L, Index Weight = 1), salt (1 KG, Index Weight = 1), sorghum (1 KG, Index Weight = 0.5), sorghum_fao (1 Kg, Index Weight = 0.5)",2007-01-01,2026-07-01,18.25,28.08,0.97,0,,,,,,,,,,,,2103.74,2325.56,1984.59,2325.56,46.38,6.5,1040.73,1101.04,982.55,1101.04,22.88,8.5,1052.43,1113.01,991.85,1061.43,16.74,8.4,797.39,851.53,720.5,720.5,12.94,6.1,1573.6,1641.42,1505.77,1513.95,1.72,7.3,1800.25,1896.43,1704.08,1781.31,3.07,7.8,1821.57,1866.58,1776.56,1810.36,4.53,8.9,5639.69,5806.83,5474.8,5806.83,-0.52,9.0,1819.99,1912.27,1735.07,1912.27,4.35,9.2,1199.82,1262.22,1137.41,1140.98,28.4,6.3,1081.92,1118.16,974.04,974.04,3.54,8.8,0.78,0.8,0.76,0.78,11.13,9.0
