year,month,lat,lon,c_maize,c_beans,c_oil,c_salt,c_food_price_index,inflation_maize,inflation_beans,trust_maize,trust_beans,data_coverage,data_coverage_recent,index_confidence_score,mkt_name_Gulu,mkt_name_Hoima,mkt_name_Jinja,mkt_name_Lira,mkt_name_Market Average,mkt_name_Mbarara,log_c_maize,log_c_beans
0.6445894753805007,-1.2890809109948371,-1.500905916321194,-1.5384293909533153,1150.0,3400.0,-0.06751718362022303,1.532687885020048,0.5685248309280546,0.08490764107387011,1.5045925862191603,1.0660471064517822,1.0491025581781608,0.0,1.0658141036401503e-14,-1.1102230246251565e-16,0,0,0,0,0,1,7.048386408721883,8.131824785007195
0.6445894753805007,-0.9982366519176081,-1.500905916321194,-1.5384293909533153,1248.44,3633.08,-0.07867307670289343,1.3579224902363625,0.7191890411856278,0.34588888960130915,1.4067228942036718,0.89074252553815,0.9843687806369694,0.0,1.0658141036401503e-14,-1.1102230246251565e-16,0,0,0,0,0,1,7.130450729914365,8.198111263023106
0.6445894753805007,-0.7073923928403791,-1.500905916321194,-1.5384293909533153,1450.0,4083.33,-0.23004476349595857,1.1687000627951802,0.9451853565719867,0.6121746350500377,1.4266087678801254,0.89074252553815,0.9843687806369694,0.0,1.0658141036401503e-14,-1.1102230246251565e-16,0,0,0,0,0,1,7.280008252884188,8.314912979154341
0.6445894753805007,-0.4165481337631501,-1.500905916321194,-1.5384293909533153,1258.33,4250.0,0.5013293459448513,1.2750755888048746,1.0205174617007733,-0.18403035283550304,1.9939410462966043,0.89074252553815,0.9843687806369694,0.0,1.0658141036401503e-14,-1.1102230246251565e-16,0,0,0,0,0,1,7.138335112486719,8.35490952835879
0.6445894753805007,-0.12570387468592106,-1.500905916321194,-1.5384293909533153,1200.0,3380.0,0.2932940437039098,0.39554945915528594,0.8698532514432001,-0.5168875346464136,0.9177643532179232,0.89074252553815,0.9843687806369694,0.0,1.0658141036401503e-14,-1.1102230246251565e-16,0,0,0,0,0,1,7.0909098220799835,8.125926802707886
0.6445894753805007,0.16514038439130796,-1.500905916321194,-1.5384293909533153,1200.0,3638.0,0.257537976131248,0.5459496560424268,0.8698532514432001,-0.5168875346464136,0.8066374120847984,0.89074252553815,0.9843687806369694,0.0,1.0658141036401503e-14,-1.1102230246251565e-16,0,0,0,0,0,1,7.0909098220799835,8.19946419761216
0.6445894753805007,0.455984643468537,-1.500905916321194,-1.5384293909533153,1200.0,3466.0,0.257537976131248,0.5452437973050807,0.7568550937500211,-0.9118073304364102,0.32157806201600153,0.89074252553815,0.9843687806369694,0.0,1.0658141036401503e-14,-1.1102230246251565e-16,0,0,0,0,0,1,7.0909098220799835,8.151044945685024
0.6445894753805007,0.7468289025457661,-1.500905916321194,-1.5384293909533153,1000.0,3800.0,0.257537976131248,0.2542208541888539,0.606190883492448,-1.2812655410042177,0.6795237881921716,0.89074252553815,0.9843687806369694,0.0,1.0658141036401503e-14,-1.1102230246251565e-16,0,0,0,0,0,1,6.90875477931522,8.24301946898925
0.6445894753805007,1.037673161622995,-1.500905916321194,-1.5384293909533153,1000.0,3500.0,0.4726529797515768,0.48286679925663345,0.5685248309280546,-1.196924039955716,0.2896046964969973,0.89074252553815,0.9843687806369694,0.0,1.0658141036401503e-14,-1.1102230246251565e-16,0,0,0,0,0,1,6.90875477931522,8.160803920954665
0.6445894753805007,1.3285174207002242,-1.500905916321194,-1.5384293909533153,1100.0,3400.0,0.1904465911585445,0.5913337585621694,0.7191890411856278,-0.9179075018958931,-0.11669099704937434,0.89074252553815,0.9843687806369694,0.0,1.0658141036401503e-14,-1.1102230246251565e-16,0,0,0,0,0,1,7.00397413672268,8.131824785007195
